Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	La4	A4	305	305	1	8	417	95	96	ARANAĞME	0.125
2	9	Sol4	G4	296	296	1	8	417	95	96	.	0.25
3	9	Mi5	E5	336	336	1	8	417	95	96	.	0.375
4	9	Re5	D5	327	327	1	16	208	95	96	.	0.4375
5	9	Mi5	E5	336	336	1	16	208	95	96	.	0.5
6	9	Re5	D5	327	327	1	8	417	95	96	.	0.625
7	9	Do5	C5	318	318	1	16	208	95	96	.	0.6875
8	9	Re5	D5	327	327	1	16	208	95	96	.	0.75
9	9	Do5	C5	318	318	1	8	417	95	96	.	0.875
10	9	Si4b2	B4b1	312	313	1	8	417	95	96	.	1.0
11	9	La4	A4	305	305	1	8	417	95	96	.	1.125
12	9	Sol4	G4	296	296	1	8	417	95	96	.	1.25
13	9	Mi5	E5	336	336	1	8	417	95	96	.	1.375
14	9	Re5	D5	327	327	1	16	208	95	96	.	1.4375
15	9	Mi5	E5	336	336	1	16	208	95	96	.	1.5
16	9	Re5	D5	327	327	1	8	417	95	96	.	1.625
17	9	Do5	C5	318	318	1	16	208	95	96	.	1.6875
18	9	Re5	D5	327	327	1	16	208	95	96	.	1.75
19	9	Do5	C5	318	318	1	8	417	95	96	.	1.875
20	9	Si4b2	B4b1	312	313	1	8	417	95	96	.	2.0
21	9	La4	A4	305	305	1	8	417	95	96	.	2.125
22	9	Sol4	G4	296	296	1	8	417	95	96	.	2.25
23	9	Fa5	F5	340	340	1	16	208	95	96	.	2.3125
24	9	Mi5	E5	336	336	1	16	208	95	96	.	2.375
25	9	Re5	D5	327	327	1	16	208	95	96	.	2.4375
26	9	Mi5	E5	336	336	1	16	208	95	96	.	2.5
27	9	Re5	D5	327	327	1	8	417	95	96	.	2.625
28	9	Do5	C5	318	318	1	16	208	95	96	.	2.6875
29	9	Re5	D5	327	327	1	16	208	95	96	.	2.75
30	9	Do5	C5	318	318	1	8	417	95	96	.	2.875
31	9	Si4b1	B4b1	313	313	1	8	417	95	96	.	3.0
32	9	Do5	C5	318	318	3	32	312	95	96	.	3.09375
33	9	Si4b2	B4b1	312	313	1	32	104	95	96	.	3.125
34	9	La4	A4	305	305	1	16	208	95	96	.	3.1875
35	9	Do5	C5	318	318	1	16	208	95	96	.	3.25
36	9	Si4b2	B4b1	312	313	3	32	312	95	96	.	3.34375
37	9	La4	A4	305	305	1	32	104	95	96	.	3.375
38	9	Sol4	G4	296	296	1	16	208	95	96	.	3.4375
39	9	Si4b2	B4b1	312	313	1	16	208	95	96	.	3.5
