Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	9	La5	A5	358	358	1	4	667	95	96	ARANAÐME 
2	9	La5	A5	358	358	1	8	333	95	96	.
3	9	La5	A5	358	358	1	4	667	95	96	.
4	9	La5	A5	358	358	1	4	667	95	96	.
5	9	Sol5	G5	349	349	1	8	333	95	96	.
6	9	Fa5#3	F5#4	343	344	1	8	333	95	96	.
7	9	Mi5	E5	336	336	1	8	333	95	96	.
8	9	Re5	D5	327	327	1	4	667	95	96	.
9	9	Re5	D5	327	327	1	8	333	95	96	.
10	9	Re5	D5	327	327	1	4	667	95	96	.
11	9	Re5	D5	327	327	1	4	667	95	96	.
12	9	Re5	D5	327	327	1	8	333	95	96	.
13	9	Mi5	E5	336	336	1	8	333	95	96	.
14	9	Fa5#3	F5#4	343	344	1	8	333	95	96	.
15	9	Sol5	G5	349	349	1	4	667	95	96	.
16	9	Sol5	G5	349	349	1	8	333	95	96	.
17	9	Sol5	G5	349	349	1	4	667	95	96	.
18	9	Sol5	G5	349	349	1	4	667	95	96	.
19	9	Fa5	F5	340	340	1	8	333	95	96	.
20	9	Mi5	E5	336	336	1	8	333	95	96	.
21	9	Re5	D5	327	327	1	8	333	95	96	.
22	9	Do5	C5	318	318	1	4	667	95	96	.
23	9	Do5	C5	318	318	1	8	333	95	96	.
24	9	Do5	C5	318	318	1	4	667	95	96	.
25	9	Do5	C5	318	318	1	4	667	95	96	.
26	9	Si4b2	B4b1	312	313	1	8	333	95	96	.
27	9	Do5	C5	318	318	1	8	333	95	96	.
28	9	Re5	D5	327	327	1	8	333	95	96	.
29	9	Mi5	E5	336	336	1	4	667	95	96	.
30	9	Mi5	E5	336	336	1	8	333	95	96	.
31	9	Mi5	E5	336	336	1	4	667	95	96	.
32	9	Mi5	E5	336	336	1	4	667	95	96	.
33	9	Re5	D5	327	327	1	8	333	95	96	.
34	9	Do5	C5	318	318	1	8	333	95	96	.
35	9	Si4b2	B4b1	312	313	1	8	333	95	96	.
36	9	La4	A4	305	305	1	4	667	95	96	.
37	9	La4	A4	305	305	1	8	333	95	96	.
38	9	La4	A4	305	305	1	4	667	95	96	.
39	9	La4	A4	305	305	1	4	667	95	96	.
40	9	Do5	C5	318	318	1	8	333	95	96	.
41	9	Si4b2	B4b1	312	313	1	8	333	95	96	.
42	9	Re5	D5	327	327	1	8	333	95	96	.
43	9	La4	A4	305	305	1	4	667	95	96	.
44	9	La4	A4	305	305	1	8	333	95	96	.
45	9	La4	A4	305	305	1	4	667	95	96	.
